name,category,description,retail_price,bulk_price,bulk_min_qty,is_bulk_available,featured,stock_status,variants
"85mm Spiky Sensory Balls, Multicolor, Soft Rubber, Textured Fidget Toys, Stress Relief - SET OF 12",accessories,"Product description These vibrant 85mm spiky sensory balls are the perfect companions for stress relief and sensory stimulation. Crafted from soft rubber with a textured surface covered in gentle spikes, these multicoloured fidget toys provide tactile feedback that helps calm anxious minds and restless hands. The satisfying texture makes them ideal for squeezing, rolling, and manipulating durin...",199,,,true,false,in_stock,
"GW Professional Hair Clipper with LCD Display, 4 Guide Combs, USB Rechargeable, Cleaning Brush Included - GW-9775",accessories,"This professional hair clipper is designed to deliver precision cutting and styling in the comfort of your own home. Featuring a convenient LCD display that shows remaining battery power, you'll never be caught off guard mid-trim. The clipper comes complete with four guide combs in different lengths, allowing you to achieve various hair lengths and styles with ease.",299,,,true,false,in_stock,
"22.5W Power Bank with Built-in Cables, USB-C and Lightening, Portable Charger, 10000mAh",chargers,"The 22.5W Power Bank is your ultimate portable charging solution, combining convenience and power in a sleek, compact design. With a robust 10000mAh capacity, this portable charger ensures your devices stay powered throughout the day, whether you're commuting, travelling, or simply on the go. What sets this power bank apart is its ingenious built-in cable system featuring both USB-C and Lightni...",499,,,true,true,in_stock,
"Portable Bluetooth Speaker with RGB LED Lights, Black, Wireless Audio, Control Buttons",accessories,"This portable Bluetooth speaker combines powerful wireless audio with captivating visual appeal. Featuring vibrant RGB LED lights that illuminate in a spectrum of colours, this speaker creates an immersive atmosphere perfect for parties, gatherings, or simply enhancing your personal listening experience. The sleek cylindrical design with a black fabric finish offers both style and durability, w...",499,,,true,false,in_stock,
"3Pcs Black Motivational Water Bottles with Time Marker, Lockable Lid & Silicone Straw, Leak-Proof Reusable Plastic Bottles",accessories,"Stay motivated and hydrated throughout your day with this comprehensive 3-piece water bottle set featuring time markers and inspirational messages. This black motivational water bottle collection helps you track your hourly hydration goals with clear time indicators from 7AM to 9PM, accompanied by encouraging phrases like 'Rise and shine', 'Remember your goal', 'Keep chugging', and 'You did it'...",169,,,true,false,in_stock,
"80mm Stainless Steel Disc Padlock with Keys, 2 Pack, Silver, Hardened Shackle, Security Lock",accessories,"These 80mm stainless steel disc padlocks are essential security tools for protecting your valuable belongings and property. The robust disc design provides superior resistance against cutting and sawing attempts, making them ideal for securing storage units, sheds, gates, and containers. Each lock features a hardened shackle that offers enhanced protection against bolt cutters and other forced ...",170,,,true,false,in_stock,
"Cylinder Lock with Keys, 30x30mm, Model 67101/SCV5-30X30",accessories,"The Clenfy cylinder lock offers reliable security for your home or business with its robust construction and dependable locking mechanism. This 30x30mm cylinder lock comes complete with keys, providing you with immediate installation capability and peace of mind. The compact dimensions make it suitable for a variety of door types and applications, from residential entrance doors to office cabin...",99,,,true,false,in_stock,
"Wash & Wax Car Shampoo with Carnauba Wax, Cleans, Shines and Protects, pH Neutral, 450ml",accessories,"Product description Keep your vehicle looking its best with the Wash & Wax Car Shampoo, a powerful 450ml cleaning solution that cleans, shines, and protects your car in a single wash. Infused with carnauba wax, this shampoo goes beyond ordinary cleaning by depositing a protective layer of wax onto your vehicle's surface as you wash, delivering a deep, lasting shine without any extra effort. Its...",199,,,true,false,in_stock,
"Cut-Resistant Gloves Set, Stainless Steel Mesh and White Knit, Blue Wrist Strap, Safety Kitchen Gloves",accessories,"Keep your hands safe in the kitchen with this Cut-Resistant Gloves Set, designed to provide reliable protection during food preparation tasks such as slicing, dicing, and filleting. The set includes two gloves — a stainless steel mesh glove and a white knit glove — offering versatile options for different cutting needs. The stainless steel mesh glove features a secure blue wrist strap with a sn...",199,,,true,false,in_stock,
"Aluminium Tablet and Phone Desk Stand, Silver, 360° Rotating Base, Adjustable Height, Foldable",accessories,"Upgrade your desk setup with this sleek Aluminium Tablet and Phone Desk Stand in a stylish silver finish. Crafted from premium aluminium, this stand offers a sturdy and durable solution for holding your tablet or smartphone at a comfortable viewing angle. The 360° rotating base allows you to effortlessly swivel your device to share content or switch between portrait and landscape orientations w...",149,,,true,false,in_stock,
"Wooden Meat Tenderiser Hammer with Steel Studs, Kitchen Mallet Tool, Set of 2",accessories,"Elevate your cooking with this Wooden Meat Tenderiser Hammer, available in a convenient set of 2. Crafted from smooth, sturdy wood with stainless steel studded ends, this kitchen mallet is designed to break down tough muscle fibres in meat, resulting in tender, juicy cuts that cook evenly and absorb marinades more effectively. The ergonomic wooden handle provides a comfortable, secure grip, giv...",110,,,true,false,in_stock,
"Hot Melt Glue Gun, DIY Home Tool, Electric, Fast and Easy, 100-240V",accessories,"This Hot Melt Glue Gun is the perfect DIY tool for a wide range of home projects and creative applications. Designed for fast, easy, and simple use, it heats up quickly and delivers a smooth, consistent flow of hot glue through its precision metal nozzle. The ergonomic pistol-grip design, complete with a comfortable orange trigger, ensures a secure and controlled hold during use.",199,,,true,false,in_stock,
"Lock Installation Kit, Hole Saw with Mandrel and Spade Bit, for Deadbolts or Locksets, 54mm",accessories,"Get the job done efficiently with this 3-piece Hole Saw Drill Bit Set, designed for clean and precise hole cutting. Whether you're installing door hardware, running cables, or working on DIY projects, this kit provides the essential tools needed for accurate drilling. Built from durable hardened steel, each component delivers reliable performance and long-lasting use.",199,,,true,false,in_stock,
"LED Mini Light Bar, Amber Warning Strobe, Magnetic Roof Mount, Emergency Flash Beacon for Vehicles",accessories,"This LED Mini Light Bar is a compact yet powerful emergency warning solution designed for a wide range of vehicles. Featuring bright amber LED strobes, this beacon light delivers highly visible flashing patterns that alert other road users to your presence in hazardous or emergency situations. The strong magnetic base allows for quick and secure roof mounting without the need for permanent inst...",699,,,true,false,in_stock,
Fake Dummy Waterproof IR LED Security Camera,cctv,The Fake Dummy Dome LED Security Camera is practically indistinguishable from a real security camera and features a working red LED light. The dummy camera is a cheap home safety option.,199,,,true,false,in_stock,
"USB Charger Station, 24-Port Multi-Device Charging Hub, White and Blue, Oval Shape",chargers,"Say goodbye to cable clutter and the frustration of fighting over wall sockets! This 24-Port USB Charger Station is the ultimate charging solution for homes, offices, classrooms, and shared spaces where multiple devices need to be powered up simultaneously. Featuring a sleek oval design in a fresh white and blue colour scheme, this charging hub is as stylish as it is practical.",599,,,true,false,in_stock,
"IN-CAR Car Cigarette Lighter Splitter, 3 Sockets with 2 USB Ports, 120W, 12V/24V",accessories,"The IN-CAR Car Cigarette Lighter Splitter is the ultimate in-vehicle charging solution for drivers who need to power multiple devices simultaneously. Featuring three cigarette lighter sockets and two USB ports, this compact adapter lets you charge your mobile phone, GPS, MP3 player, dashcam, and more — all at the same time. With an impressive 120W power output and compatibility with both 12V an...",179,,,true,false,in_stock,
"JH-2000 Spirit Level, 400mm, Magnetic, UV Resistant with Shockproof Vials",accessories,"The JH-2000 Spirit Level is a reliable and precise measuring tool designed for both professional tradespeople and DIY enthusiasts. Measuring 400mm in length, this spirit level is built to deliver accurate horizontal and vertical readings on a wide range of surfaces. The magnetic base allows it to attach securely to metal surfaces, keeping your hands free whilst you work.",99,,,true,false,in_stock,
"Stainless Steel Putty Knife Set, Ergonomic Non-Slip 225mm Handle length, Available in 75mm, 100mm, & 125mm Blade Widths",accessories,"This Stainless Steel Putty Knife Set is an essential tool for any plastering, painting, or renovation project. Available in three blade widths — 75mm, 100mm, and 125mm — this versatile set ensures you have the right tool for every task, whether you are filling cracks, spreading filler, or scraping surfaces. Each knife features a polished stainless steel blade that resists rust and corrosion, de...",299,,,true,false,in_stock,
"CJ Solar Flood Light, 60W, IP67 Waterproof, with Remote Control, Time Switch, Light Control, Large Capacity Battery",solar,"The CJ Solar Flood Light (CJ-60W) is a powerful and reliable outdoor lighting solution that harnesses the sun's energy to keep your spaces well-lit throughout the night. Rated at 60W and boasting an IP67 waterproof rating, this flood light is built to withstand the elements, making it ideal for gardens, driveways, yards, and other outdoor areas. The included solar panel efficiently charges the ...",399,,,true,true,in_stock,
"Solar Light 300W LED Flood Light with Solar Panel, IP67 Waterproof, Remote Control Included",solar,"Illuminate your outdoor spaces with the Solar Light 300W LED Flood Light, a powerful and reliable lighting solution powered entirely by the sun. This high-performance flood light delivers an impressive 300W of brilliant LED illumination, making it ideal for driveways, gardens, car parks, warehouses, and large outdoor areas. The included solar panel efficiently harnesses solar energy during the ...",999,,,true,false,in_stock,
"Solar Light 100W LED Flood Light, IP67 Waterproof, with Solar Panel and Remote Control, 27cm x 22cm, Black",solar,"The Solar Light 100W LED Flood Light is a powerful and reliable outdoor lighting solution that harnesses the sun's energy to keep your spaces brilliantly illuminated. Measuring 27cm x 22cm, this compact yet mighty flood light delivers an impressive 100W of bright, white LED light, making it ideal for driveways, gardens, warehouses, storefronts, construction sites, and more. The included solar p...",699,,,true,false,in_stock,
"Green LED Dashboard Strobe Light, Emergency Warning Flash Bar with Suction Cup Mount",accessories,"The EJC Green LED Dashboard Strobe Light is a powerful emergency warning solution designed for quick and reliable visibility on the road. Featuring a dual-row configuration of bright green LEDs, this compact flash bar delivers intense, attention-grabbing strobes that are ideal for emergency response vehicles, volunteer firefighters, and security personnel. The unit mounts securely to your vehic...",220,,,true,false,in_stock,
"Stainless Steel Can & Bottle Opener, Manual, Non-Slip Handle, Kitchen Tool",accessories,"The Zan Feng Stainless Steel Can & Bottle Opener is a reliable and sturdy kitchen tool designed to make opening cans and bottles effortless. Crafted from high-quality stainless steel, this manual opener is built to last and resist rust, ensuring long-term durability in your kitchen. The ergonomic, non-slip handles provide a comfortable and secure grip, reducing hand fatigue even when opening mu...",119,,,true,false,in_stock,
"Stainless Steel Hand Grater with Mint Green Handle, Fine Grating, Kitchen Tool",accessories,"Elevate your cooking experience with this sleek Stainless Steel Hand Grater, featuring a stylish mint green handle that adds a pop of colour to your kitchen. Designed for fine grating, this versatile kitchen tool is perfect for grating hard cheeses, chocolate, nutmeg, ginger, and a variety of other ingredients with ease and precision. The sharp stainless steel grating surface ensures consistent...",85,,,true,false,in_stock,
"Red Tulip Silicone Egg Whisk, Teal, Non-Stick Flat Whisk for Beating and Mixing",accessories,"The QIAOXIANG Silicone Egg Whisk is a reliable and practical kitchen tool designed to make beating and mixing effortless. Measuring 29.5 cm in length, this flat whisk features a comfortable teal-coloured handle with a convenient hanging loop, making storage a breeze. The dark silicone whisk head is non-stick, ensuring smooth gliding through batters, eggs, sauces, and more without scratching you...",75,,,true,false,in_stock,
"Pasta Server Spoon, Nylon with Speckled Finish, Mint Green Handle, Non-Stick Safe, Kitchen Utensil",accessories,"Elevate your pasta nights with this stylish and practical Pasta Server Spoon, designed to make serving your favourite noodle dishes a breeze. Featuring a striking speckled dark finish on the head, this server adds a touch of sophistication to your kitchen utensil collection, while the soft mint green handle provides a comfortable, secure grip during use. The tined head is specially designed to ...",75,,,true,false,in_stock,
"Hmh Accessories Spray Paint, Acrylic Epoxy, Fast Dry, Interior-Exterior, 450ml, Red, White, Blue - Set of 3",accessories,"Transform any surface with the Hmh Accessories Spray Paint, a versatile and high-performance paint solution designed for both interior and exterior use. This set includes three 450ml cans in bold Red, crisp White, and vibrant Blue, giving you a fantastic range of colours for all your painting projects. Formulated with an acrylic epoxy base, this spray paint delivers a durable, long-lasting fini...",249,,,true,false,in_stock,
"Cold Cup Tumbler with Straw and Lid, Embossed Art Deco Design, Purple and Pink, Plastic, Reusable, Hand Wash Only (Vibrant Purple)",accessories,"Elevate your daily beverage routine with this stunning Cold Cup Tumbler, featuring an intricate embossed Art Deco design on the exterior. Available in two gorgeous colour options — a vibrant purple and a soft blush pink — this tumbler is a true statement piece wherever you go. The sophisticated geometric pattern gives it a vintage-inspired aesthetic that stands out from ordinary drinkware.",129,,,true,false,in_stock,
"Cold Cup Tumbler with Straw and Lid, Embossed Art Deco Design, Purple and Pink, Plastic, Reusable, Hand Wash Only (Soft Blush Pink)",accessories,"Elevate your daily beverage routine with this stunning Cold Cup Tumbler, featuring an intricate embossed Art Deco design on the exterior. Available in two gorgeous colour options — a vibrant purple and a soft blush pink — this tumbler is a true statement piece wherever you go. The sophisticated geometric pattern gives it a vintage-inspired aesthetic that stands out from ordinary drinkware.",129,,,true,false,in_stock,
2 BAR CERAMIC ELECTRIC HEATER - DGM-QHR47,accessories,"Stay warm and comfortable during the cold months with this powerful 2 Bar Electric Heater. Featuring dual heating elements behind a sturdy protective mesh grille, this compact space heater delivers consistent, radiant warmth to any room in your home or office. The sleek black casing houses ceramic heating technology that warms up quickly, ensuring you feel the heat almost instantly after switch...",399,,,true,false,in_stock,
"Quartz Room Heater, White, 4 Heating Electric Elements - DGM-QHR45",accessories,"Stay warm and comfortable during the cold months with the DGM-QHR45 Quartz Room Heater. This powerful electric heater features four quartz heating elements that work together to deliver consistent, efficient warmth throughout your room. The reflective interior backing maximises heat output, ensuring that warmth is directed effectively into your living space.",599,,,true,false,in_stock,
10 BAR 5-SIDED CERAMIC ELECTRIC HEATER - QHS10,accessories,"The DIGIMARK QHS10 5-Sided Electric Heater is a powerful and versatile heating solution designed to keep your space warm and comfortable during the coldest months. Featuring an impressive 10-bar heating element spread across five sides, this heater delivers exceptional all-round warmth, making it ideal for living rooms, offices, and workshops alike. The robust metal mesh guards on multiple side...",599,,,true,false,in_stock,
3 BAR CERAMIC ELECTRIC HEATER - DGM-QHR15,accessories,"Stay warm and comfortable during the cold months with this striking 3 Bar Ceramic Electric Heater. Featuring a bold red finish and a sleek, modern design, this space heater is as stylish as it is functional, making it a great addition to any room in your home or office. The three heating bars deliver powerful, consistent warmth that spreads quickly throughout your space, ensuring you feel the h...",399,,,true,false,in_stock,
"Electric Heater with Grill Top, Rotary Knob Control, Green and Orange - DGM-QHS97",accessories,"Introducing the DIGIMARK Electric Heater with Grill Top (DGM-QHS97) — a compact and stylish space heater designed to keep you warm and comfortable during the colder months. Featuring a distinctive green and orange colour scheme, this heater adds a retro-inspired charm to any room whilst delivering reliable, efficient heating performance. The intuitive rotary knob control makes adjusting heat se...",399,,,true,false,in_stock,
3 BAR ELECTRIC OSCILLATING HEATER - DGM-QHS03,accessories,"Stay warm and comfortable during the cold months with the DIGIMARK 3 Bar Electric Oscillating Heater (DGM-QHS03). This powerful halogen heater features three heating bars that deliver consistent, radiant warmth to your living space, making it ideal for bedrooms, lounges, and home offices. The oscillating function allows the heater to distribute heat evenly across the room, ensuring every corner...",599,,,true,false,in_stock,
"Fan Heater, 2000W, 2 Heating Levels, Cool/Warm/Hot Wind, Adjustable Thermostat, Overheat Protection - DGM-QHS23",accessories,"The DIGIMARK DGM-QHS23 Fan Heater is a powerful and versatile heating solution designed to keep your space comfortable throughout the year. With an impressive 2000W of power operating at 220-240V-50Hz, this fan heater offers two heating levels — 1000W and 2000W — allowing you to choose the intensity that suits your needs. Whether you need a gentle cool breeze, a warm airflow, or a powerful hot ...",399,,,true,false,in_stock,
"Electric Fan Heater, White and Grey, Model DGM-QHS21, Compact Desktop Design",accessories,"Stay warm and comfortable during the cold months with the Digimark Electric Fan Heater (Model DGM-QHS21). This compact desktop heater features a sleek white and grey design that blends seamlessly into any home or office setting. Its flat, space-saving profile allows it to be placed conveniently on a desk, floor, or shelf without taking up too much room.",369,,,true,false,in_stock,
"Birdcage Style Electric Space Heater, Green, Rotary Knob Control, Indoor Use - DGM-QHS-96",accessories,"Bring warmth and charm to your living space with the Birdcage Style Electric Space Heater. Inspired by the classic birdcage design, this eye-catching heater in a soft sage green finish adds a touch of vintage elegance to any room whilst keeping you comfortably warm during the colder months. The ornate inner heating element glows with a warm amber light, creating a cosy ambience that complements...",389,,,true,false,in_stock,
Carregador Portatil 9 Connector Universal Notebook Adapter,accessories,"A devices that makes it possible to connect a power supply to various devices in just about any setting. The adapter is for handheld devices, laptops, and even for various types of household appliances. Travelers can use a universal power adapter that can work anywhere.",370,,,true,false,in_stock,
"16"" CHILDRENS'S LCD ERASABLE AND REUSABLE DOODLE WRITING TABLET - SET OF 3",accessories,"The LCD Writing Tablet is the perfect solution for eco-friendly writing, drawing, and note-taking. Using advanced liquid crystal technology, this tablet allows you to create text, pictures, and graphics with ease, and erase them over 10,000 times with the simple press of a button. Say goodbye to paper waste and hello to a sustainable, digital way of writing!",295,,,true,false,in_stock,
"Tire Foam Shine and Cleaner, 650ml, Powerful Cleaner with Deep Shining and Strong Protection - 2 Pack",accessories,"Product description Transform your vehicle's tyres from dull to dazzling with the Hndi Tire Foam Shine and Cleaner. This professional-grade 650ml foam formula delivers three essential benefits in one convenient spray: powerful cleaning action, deep shine enhancement, and lasting protection. The innovative foam technology penetrates deep into tyre surfaces, lifting away stubborn dirt, road grime...",299,,,true,false,in_stock,
"Q7 Bluetooth FM Transmitter with RGB LED Lights, Car Charger with Dual USB Ports, Music Player with EQ Control, Black",chargers,"Transform your vehicle's audio experience with this sophisticated Q7 Bluetooth FM Transmitter. Featuring vibrant RGB LED lighting that adds a modern aesthetic to your car's interior, this device doubles as both a music streaming solution and a powerful car charger. The dual USB ports, including a high-output 3.1A port and a 1.0A port, ensure your devices stay powered up during your journey.",259,,,true,false,in_stock,
Tools Set 46pcs 1/4-Inch Socket Set Car Vehicle Repair Set,accessories,"Main Features: Type: Hand tools, combination, wrenches, sockets, ratchet, vehicle maintenance and repair tools Number of pieces: 46 Package: Box Application: Vehicle maintenance and repair tools Package weight: 1.294 kg Package Size(L x W x H): 24.00 x 13.00 x 4.50 cm / 9.45 x 5.12 x 1.77 inches Package Contents: 1 x Car Repair Tools Kit",239,,,true,false,in_stock,
EAGLE VALUE ANTI-THEFT VEHICLE ALARM SYSTEM,cctv,Luxury Value Vehicle Security Alarm System can be used in different types of cars. Universal Anti-Theft Car Alarm Protection Security System 13 Functions Multi-level safety arming and high reliability.,699,,,true,false,in_stock,
RGB LED FLEXIBLE INDOOR STRIP LIGHTS 5 METER LENGTH,accessories,"Designed for decorative and customizable lighting effects Thin and flexible circuit board allows bending and conforming to different shapes Self-adhesive backing for easy installation on clean, dry surfaces Includes remote control for changing colors, adjusting brightness Create colorful and dynamic ambiance in living rooms, bedrooms or entertainment areas Features: - Remote Control Multicolour...",250,,,true,false,in_stock,
"M11 Portable Handheld Fan, Beige, Bladeless Design, Rechargeable, Compact Personal Cooling Device",accessories,"The M11 Portable Handheld Fan brings innovative bladeless technology to personal cooling, combining safety with style in a sleek beige design. This compact cooling device is perfect for those hot summer days, whether you're commuting, at the office, or enjoying outdoor activities. The bladeless design eliminates the risk of accidents whilst providing powerful, consistent airflow that keeps you ...",149,,,true,false,in_stock,
PROFESSIONAL HAIRCUTTING TRIMMER KIT WITH LCD DISPLAY AND TYPE-C CHARGING (GREEN),accessories,"Achieve professional-quality grooming from the comfort of your home with our Professional Haircutting Trimmer Kit. Featuring a sharp stainless steel blade and a powerful motor, this trimmer is designed to handle all hair types, from fine to thick and long hair, without sticking or pulling. The kit includes 4 clipper guards (1.5mm, 2mm, 3mm, 4mm), allowing you to customize your trimming lengths ...",370,,,true,false,in_stock,
20×1W SIGN LED DC 12V 3 SMD MODULE WATERPROOF SUPER BRIGHT - WARM WHITE,accessories,"Illuminate your projects with the 20×1W SIGN LED DC 12V 3 SMD MODULE WATERPROOF SUPER BRIGHT - WARM WHITE. Perfect for both indoor and outdoor applications, these super bright, warm-white LEDs deliver exceptional clarity and visibility, even in challenging conditions. Waterproof and energy-efficient, they are designed to withstand the elements while providing consistent, high-quality lighting.",599,,,true,false,in_stock,
HUMAN BODY INDUCTION + LIGHT OPERATED SOLAR SENSOR LIGHT - SET OF 2,solar,"Illuminate your surroundings effortlessly with our HUMAN BODY INDUCTION + LIGHT OPERATED SOLAR SENSOR LIGHT - SET OF 2. These advanced solar lights automatically activate upon detecting movement, ensuring your homes exterior stays well-lit and secure. Working seamlessly with the environment, they charge during the day using solar energy, providing an eco-friendly lighting solution.",399,,,true,false,in_stock,
"3-IN-1 HDMI Switcher with Selector 4K 60Hz, HDMI with Pigtail HDMI Cable,Supports Full HD 4K 1080P 3D Player",routers,"-This 3-input to 1 output HDMI switcher has the key-press-switching function and the intelligent function. -The 3 input to 1 output HDMI switcher routes high definition 4k*2k video and digital audio from any one of the 3 sources to the display unit. -Three inputs accommodate the simultaneous connection of high definition video sources, such as HD player, Blu-ray player, Set Top Box, P& S3, Xbox...",365,,,true,false,in_stock,
"Solar Motion Sensor Alarm, Shed Alarm with 2 Remote Control, Wireless Infrared Motion Detectors, 120dB Sound and IP67 Waterproof, Outdoor Home Alarm -SET OF 2",cctv,"【Two Charging Methods】The motion detector adopts rechargeable lithium battery. It can be charged by solar energy or USB charging cable, the motion sensor is suitable for indoor and outdoor environments. IP65 ultra-high waterproof grade ensures that the motion detector is not attacked by rain.",899,,,true,false,in_stock,
5` Soonbox Wireless Speaker with TWS Connection Link - S33,accessories,"Enjoy Wonderful Music Anywhere Anytime, with HiFi Sound Quality Bass Stereo Wireless Speaker. Wirelessly connect Speakers together to amplify your listening experience with the TWS Connection. Features: - Bass Stereo - HIFI - TWS Link+ - Microphone - Dynamic RGB Lighting Specifications: - Rated Output: 5W - Speakers: 4, 5W - Battery: 1200mA 3.7V - Wireless Version: 5.0 - Input Power: DC 5V, 120...",320,,,true,false,in_stock,
"70mm Rectangular Heavy Duty Shackle Padlock with Keys, Chrome Plated, Security Padlock",accessories,"This heavy-duty rectangular shackle padlock provides robust security for your valuable possessions and property. Featuring a substantial 70mm chrome-plated construction, this security padlock is designed to withstand tampering and harsh weather conditions. The rectangular shackle design offers enhanced protection against bolt cutters and other forced entry tools, making it ideal for securing ga...",69,,,true,false,in_stock,
"80mm Heavy Duty Shackle Padlock with Keys, Chrome Plated, Security Lock",accessories,"This heavy-duty 80mm shackle padlock provides robust security for your valuable possessions and property. Featuring a chrome-plated finish that resists corrosion and weathering, this security lock is built to withstand the elements whilst maintaining its sleek appearance. The substantial 80mm shackle offers extended reach, making it ideal for securing gates, sheds, storage units, garages, and o...",89,,,true,false,in_stock,
"50 Pieces Air Fryer Paper Sheets for Air Fryer Non Stick for Oven, Air Fryer, Baking",accessories,"High-Quality Material: Crafted from premium, food-grade parchment paper to ensure safe and healthy cooking. Perfect Fit for Air Fryers: Specifically designed at 16cm wide and 4.5cm tall, providing a perfect fit for most standard air fryer baskets. Convenient Packaging: Each pack contains 50 sheets, offering long-lasting convenience for regular air frying needs.",171,,,true,false,in_stock,
"M8 Mini WIFI Door Bell with Chime, Visualisable Smart Doorbell - V380 Pro",cctv,"Features: Mini Size Doorbell with chime Motion detection,Night vision WIFI Function App remote control Two-way talk with noise cancellation Free Clould Storage for two days Voice changing function",450,,,true,true,in_stock,
Submersible LED Lights with Remote: Waterproof Pool Lights Underwater Battery Operated Controlled 16 Color Changing Hot Tub Lights for Pool Shower Aquarium Decoration (SET OF 2),accessories,"These submersible LED lights can turn any bowl, centerpiece, or room into a beautiful and exciting version of itself. It will be the talk of the event! Providing You With Multiple Benefits!",200,,,true,false,in_stock,
"Kitchen Shears with Blade Cover, Stainless Steel, Multi-Purpose Scissors, Black and White",accessories,"These versatile kitchen shears are essential tools for any home cook or professional chef. Featuring sharp stainless steel blades, these multi-purpose scissors effortlessly tackle a wide range of kitchen tasks, from trimming herbs and cutting poultry to opening packaging and snipping twine. The robust construction ensures long-lasting performance, whilst the precision-ground blades maintain the...",89,,,true,false,in_stock,
"PERVOI CTC-2216 Car Stereo, FM/BT/USB/MP3, Single Din, Digital Display, Dual USB Ports",accessories,"The PERVOI CTC-2216 car stereo brings modern connectivity and entertainment to your vehicle with its versatile single din design. This digital car audio system features multiple playback options including FM radio, Bluetooth connectivity, USB, and MP3 compatibility, ensuring you can enjoy your favourite music however you prefer. The clear digital display makes it easy to see what's playing and ...",399,,,true,false,in_stock,
Daling Professional Hair Clippers DL-1539,accessories,"Expert: ""Fashion appearance design,"" Every time, the clipper's high-quality build ensures a flawless clip, cut, or shave.Clear Body: The hair clipper has a high-light transmittance coating that makes the machine's interior workings obvious and gives off a strong sense of technology.The engine in this barber clipper is solid and quiet, which allows it to operate more quickly and effectively. Add...",369,,,true,false,in_stock,
510ml 2-Colour Stainless Steel Vacuum Flask - Coffee Mug (PINK),accessories,"Coffee Mug with Two Colors Stainless Steel Vacuum Flask, 510ml Constructed from stainless steel, the double wall vacuum is fully odorless, resistant to rust, and leak-proof. A silicone sealing ring on the lid keeps beverages from seeping out and spilling. The cup cannot slide or turn thanks to the thick rubber construction at the button.",149,,,true,false,in_stock,
WER INFRARED WIRELESS MOTION DETECTION ALARM FOR HOME SAFETY AND STORAGE CENTER - SET OF 2,cctv,"The motion sensor alarm emits a very loud 105db alert when it detects movement within a 110 degree detection range. This is an ideal deterrent for your garage, workshop, garden shed, caravan, motor-home, out buildings or even a conservatory. Includes a wall mount bracket and two remote controls.",599,,,true,false,in_stock,
4 BAR CERAMIC ELECTRIC HEATER - DGM-QHR46,accessories,"Experience unparalleled warmth with our 4 Bar Ceramic Electric Heater - DGM-QHR46. Designed with advanced ceramic heating technology, this compact yet powerful heater ensures rapid and consistent heat distribution. Its sleek design blends seamlessly with any decor, while user-friendly controls make it a breeze to adjust the temperature.",499,,,true,false,in_stock,
"Digimark-QHR31 Quartz Room Heater with Water Level Indicator, 2-Mode Control, Grey",accessories,"Stay warm and comfortable with the Digimark DGM-QHR31 Quartz Room Heater. This sleek grey heater features a convenient water level indicator and 2-mode control system for customized heating. The robust quartz heating element provides efficient warmth distribution, while the protective grill ensures safe operation.",699,,,true,false,in_stock,
HD MULTIMEDIA LCD HOME THEATER PROJECTOR TV,accessories,"Transform your home entertainment experience with this versatile HD multimedia LCD projector. Perfect for creating an immersive home theatre atmosphere, this projector delivers crisp, vibrant images that bring your favourite content to life. The compact, sleek white design features a high-quality lens system and convenient top-mounted controls for easy operation.",,,,true,false,in_stock,
"Insulated Lunch Bag with Dual Compartments, Adjustable Shoulder Strap, Grey - BT021-G",accessories,"Elevate your lunch experience with this sophisticated dual-compartment insulated lunch bag. The thoughtfully designed grey bag features a spacious main compartment and a separate section, perfect for organising your meals and snacks. The adjustable shoulder strap ensures comfortable carrying, whilst the durable construction maintains the temperature of your food.",449,,,true,false,in_stock,
"35L Military Tactical Backpack – Outdoor Army Assault Pack for Hunting, Trekking, Camping & Outdoor Activities, Black",accessories,"Size: 25x28x48cm; 35L large capacity tactical backpack is made from durable and water-resistant 600D Oxford, providing a clean and dry environment for your equipment in the wild Premium Quality: Built with double-stitched seams, heavy-duty zippers, breathable mesh padded back; Consideration on every detail, ideal for all kinds of outdoor activities or daily commute to work. Multiple Compartment...",499,,,true,false,in_stock,
"Headlight Restoration Spray, Professional Car Headlamp Spray, 2-Pack",accessories,"Product description Revitalise your vehicle's appearance with the Jfunk Headlight Restoration Kit. This professional-grade headlamp cleaner spray comes in a convenient 2-pack, designed to restore clarity and brightness to cloudy, yellowed, or oxidised headlights. The specially formulated spray works effectively to remove surface deterioration, UV damage, and environmental wear, helping to impro...",499,,,true,false,in_stock,
"Electric Mini Food Processor, 250ml Capacity, USB Powered, White",accessories,"Transform your kitchen prep work with this compact and efficient USB-powered mini food processor. With a generous 250ml capacity, this versatile kitchen companion is perfect for chopping garlic, herbs, nuts, vegetables and more. The sleek white design features a transparent processing bowl that lets you monitor the consistency of your ingredients while chopping.",195,,,true,false,in_stock,
"G17 G-Vill Kids Camera Tablet, Bunny Design, Pink, Educational Toy, Good Luck Theme",cctv,"The G17 G-Vill Kids Camera Tablet combines learning and play in one delightful device designed specifically for young children. Featuring an adorable bunny design with cheerful 'Good Luck' theming, this educational toy is available in three vibrant colours: pink, blue, and yellow. The tablet's playful camera functionality encourages creativity and exploration, allowing little ones to capture th...",,,,true,false,in_stock,
